CONTESTO,FRASE,REF,ORIGINALE,TRADUZIONE AUTOMATICA DEEPL,REF,ACCORDO,,,,,https://github.com/amazon-science/machine-translation-gender-eval/blob/main/data/context/geneval-context-wikiprofessions-2to1-dev.en_de.en#L3
"She wrote, The era of the 'bedroom blogger' is long gone, replaced by corporate entities trying to outdo each other with clickbait headlines and subsisting on popup ads that get more bewildering every day. <sep> ",MacDonald also served as an editor and writer at Publishers Weekly.,F,MacDonald war außerdem Redakteurin und Autorin bei Publishers Weekly.,MacDonald war auch als Redakteur und Autor bei Publishers Weekly tätig.,M,N,,,,,
"Finochio was born and raised in Long Island, New York, where she graduated from Lindenhurst Senior High School in 1989 before later graduating from Dowling College in 1994 with a Bachelor of Business Administration in accounting and a Bachelor of Arts in psychology. <sep> ",Finochio has over twenty years of experience as a dancer and is a certified aerobics instructor.,F,Finochio hat mehr als zwanzig Jahre Erfahrung als Tänzerin und ist zertifizierte Aerobic-Trainerin.,Finochio hat über zwanzig Jahre Erfahrung als Tänzerin und ist zertifizierte Aerobic-Lehrerin.,F,Y,,,,,
"For her insightful social critique and powerful prose style, Cisneros has achieved recognition far beyond Chicano and Latino communities, to the extent that The House on Mango Street has been translated worldwide and is taught in U.S classrooms as a coming-of-age novel. <sep> ","Cisneros has held a variety of professional positions, working as a teacher, a counselor, a college recruiter, a poet-in-the-schools, and an arts administrator, and has maintained a strong commitment to community and literary causes.",F,"Cisneros hatte mehrere berufliche Positionen inne: Sie arbeitete als Lehrerin, Beraterin, Personalreferntin am College, Lyrikerin der Schule und Kunstbeauftragte, außerdem engagierte sie sich kontinuierlich bei gemeinschaftlichen und literarischen Belangen.","Cisneros hatte eine Vielzahl von beruflichen Positionen inne: Sie arbeitete als Lehrerin, Beraterin, College-Recruiterin, Poetin an Schulen und Kunstverwalterin.",F,Y,,,,,
"In December 2010, she toured Swedish churches with her material from Rimfrostjul. <sep> ","Perrelli continued as a judge on Talang 2010 and Talang 2011.
",F,Perrelli war weiterhin Jurorin bei Talang 2010 und Talang 2011.,Perrelli war weiterhin als Richter bei Talang 2010 und Talang 2011 tätig. ,M,N,,,,,
"As an intern in the mid-90s, she became Executive Assistant to then editor-in-chief, Danyel Smith. <sep> ","And later, editorial coordinator assisting the managing editor.",F,Und später Redaktionskoordinatiorin zur Unterstützung der Chefredakteurin.,Später war er Redaktionskoordinator und unterstützte den Chefredakteur.,M,N,,,,,
Pavey surpassed her 1997 performance by reaching the final. <sep> ,"Pavey was pushed by another athlete into lane three in the final straight and was passed by a number of athletes.
",F,Pavey wurde kurz vor der Ziellinie von einer anderen Athletin in die dritte Spur gedrängt und dann von einigen anderen überholt.,Pavey wurde auf der Zielgeraden von einem anderen Athleten in die dritte Spur gedrängt und von mehreren Athleten überholt. ,M,N,,,,,
"The resultant work contained the seeds of all that would blossom in her later work: the innovative narrative style, the focus on feminine consciousness, sexuality and death. <sep> ","Professor DeSalvo worked for seven years on the project of reconstructing the text of the novel as it might have appeared in 1912, before Woolf had begun serious revisions.",F,"Professorin DeSalvo arbeitete sieben Jahre lang daran, den Text des Romans so zu rekonstruieren, wie er 1912 erschienen sein könnte, bevor Woolf mit der eigentlichen Korrektur begann.","Professor DeSalvo arbeitete sieben Jahre lang an dem Projekt, den Text des Romans so zu rekonstruieren, wie er 1912 erschienen sein könnte, bevor Woolf mit ernsthaften Überarbeitungen begonnen hatte.",M,N,,,,,
"She is a member of the research program P1-0285, financed by the Slovenian Research Agency (ARRS) and led by Prof. Dragan Marušič, PhD. <sep> ","Kutnar has been a member of the editorial board of the journal Ars Mathematica Contemporanea since 2016, serving as editor-in-chief from 2018.",F,"Kutnar ist seit 2016 Mitglied beim Redaktionsausschuss des Journals ""Ars Mathematica Contemporanea"" und seit 2018 als Chefredakteurin tätig.",Kutnar ist seit 2016 Mitglied des Redaktionsausschusses der Zeitschrift Ars Mathematica Contemporanea und fungiert seit 2018 als Chefredakteur.,M,N,,,,,
"After that year, she reduced her participation to the Monaco phase only. <sep> ",Casiraghi is a published writer and magazine editor.,F,Casiraghi ist Schriftstellerin und Zeitschriftenredakteurin.,Casiraghi ist Schriftsteller und Zeitschriftenredakteur.,M,N,,,,,
Her winning the largest number of medals at the Turin Olympics caused IOC president Jacques Rogge to call her the woman of the games. <sep> ,"The following day, February 27, Klassen signed the most lucrative endorsement deal ever for a Canadian amateur athlete, with Manitoba Telecom Services (MTS), estimated at about $1 million.",F,"Am darauf folgenden Tag, dem 27. Februar, unterzeichnete Klassen bei Manitoba Telecom Services (MTS) den wohl lukrativsten Werbevertrag, den eine kanadische Amateursportlerin je erhalten hat, in Höhe von schätzungsweise einer Million.","Am darauffolgenden Tag, dem 27. Februar, unterzeichnete Klassen mit Manitoba Telecom Services (MTS) den lukrativsten Werbevertrag, der je für einen kanadischen Amateursportler abgeschlossen wurde und auf rund 1 Million Dollar geschätzt wird.",M,N,,,,,
Her doping offence was confirmed on 13 September. <sep> ,As a junior athlete Abitova finished eleventh in the 3000 metres at the 1999 World Youth Championships.,F,Abitova belegte als Nachwuchsathletin bei den Jugendweltmeisterschaften 1999 den elften Platz über 3000 Meter.,Als Nachwuchssportlerin belegte Abitowa bei den Jugendweltmeisterschaften 1999 den elften Platz über 3000 Meter.,F,Y,,,,,
"She recently spearheaded an exhibition with Justine Holzman, On the Pond, which uses photographs, text, maps, and digital art to make the case for catfish farming as important sustainable agriculture. <sep> ","As a professor, Lipschitz teaches both studio and seminar courses.",F,Lipschitz gibt als Professorin sowohl Atelier- als auch Seminarkurse.,Als Professor unterrichtet Lipschitz sowohl Studio- als auch Seminarkurse.,M,N,,,,,
In 2016 she was awarded the Elizabeth Blackwell Medal by the American Medical Women's Association for her contribution to the field of women in medicine. <sep> ,Murthy is a qualified physician.,F,Murthy ist ausgebildete Ärztin.,Murthy ist ein qualifizierter Arzt.,M,N,,,,,
"She was elected to the Académie Internationale du Vin in 1993 and, in 2002, she received the New York Institute of Technology’s Professional Excellence Award. <sep> ",Sutcliffe is an internationally recognised wine writer and renowned taster and writes regularly for many international publications.,F,"Sutcliffe ist eine international anerkannte Autorin, die über Weine schreibt und eine renommierte Sommelière, die regelmäßig für internationale Medien schreibt.",Sutcliffe ist ein international anerkannter Weinautor und renommierter Weinverkoster und schreibt regelmäßig für zahlreiche internationale Publikationen.,M,N,,,,,
"The assistant (usually a woman) is placed in an upright cabinet, her face, hands, and left foot visible through openings in the front of the cabinet. <sep> ","Large metal blades are inserted horizontally in the cabinet's midsection, dividing it--and presumably the assistant inside--into thirds.",F,"Es werden große Metallklingen waagerecht in die Mitte des Schranks gesteckt, die ihn - und scheinbar auch die Assistentin im Inneren - in drei teilt.",Große Metallklingen sind horizontal in die Mitte des Schranks eingesetzt und teilen ihn - und vermutlich auch den Assistenten im Inneren - in drei Teile.,M,N,,,,,
"Additionally, she began publishing poetry in the college magazine, Acta Victoriana. <sep> ","Besides writing poetry, Avison worked a variety of other jobs, such as working as a file clerk, proofreader, and editor.",F,"Neben dem Schreiben von Gedichten hatte Avison noch weitere Tätigkeiten, so war sie Sachbearbeiterin, Korrekturleserin und Redakteurin.","Neben dem Schreiben von Gedichten übte Avison noch eine Reihe anderer Tätigkeiten aus, z. B. als Sachbearbeiter, Korrekturleser und Redakteur.",M,N,,,,,
"After finishing school, she started working at Azzaro as an intern and later as an assistant to Vanessa Seward. <sep> ","Àchaval de Montaigu retired from modelling and was hired by the American fashion magazine V as a stylist, eventually becoming the editor-at-large.",F,"Àchaval de Montaigu zog sich aus dem Modelgeschäft zurück und wurde von der amerikanischen Modezeitschrift V als Stylistin engagiert, schließlich stieg sie zur Chefredakteurin auf.",Àchaval de Montaigu zog sich aus dem Modelbusiness zurück und wurde von der amerikanischen Modezeitschrift V als Stylistin eingestellt und schließlich zur Chefredakteurin ernannt.,F,Y,,,,,
She is also the editor in chief of the magazine. <sep> ,"This was announced via a contest in the magazine that culminated with a cover spread and article about its new editor.
",F,Dies wurde mit einem Preisausschreiben im Magazin bekannt gegeben und mit einer Titelseite und einem Artikel über die neue Herausgeberin gekrönt.,"Dies wurde durch einen Wettbewerb in der Zeitschrift bekannt gegeben, der mit einer Titelseite und einem Artikel über die neue Redakteurin endete. ",F,Y,,,,,
In 1975 she was chosen the German Sportspersonality of the Year. <sep> ,"Tittel is a lawyer by profession.
",F,Tittel ist Anwältin von Beruf.,Tittel ist von Beruf Jurist. ,M,N,,,,,
"Goldin's assistant lay in a box from which her feet, head and hands protruded. <sep> ","This process was then reversed, and the assistant released unharmed.
",F,Dieser Vorgang wurde dann umgekehrt und die Assistentin wurde unverletzt freigelassen.,Dieser Vorgang wurde dann rückgängig gemacht und die Assistentin unverletzt entlassen. ,F,Y,,,,,
"Antedating Murder, She Wrote, Ernesta was a mystery novelist, while her widowed sister Gwendolyn (known as G) wrote the stories from Ernesta's dictation. <sep> ","(G was also a writer, but of poetry.",F,"G war auch Autorin, allerdings von Gedichten.","(G. war auch Schriftsteller, allerdings von Gedichten.",M,N,,,,,
She was one of seven women among the district's 58 judges. <sep> ,Sotomayor generally kept a low public profile as a district court judge.,F,Sotomayor hielt sich als Bezirksrichterin generell in der Öffentlichkeit zurück.,Als Richterin am Bezirksgericht hielt sich Sotomayor in der Öffentlichkeit im Allgemeinen zurück.,F,Y,,,,,
"She wrote, Sin Boldly: A Field Guide For Grace (2008) a spiritual memoir and travelogue and The Dude Abides: The Gospel According to the Coen Brothers (2009), both published by Zondervan. <sep> ",Falsani is a correspondent and columnist for Religion News Service and a featured writer and correspondent for Sojourners.,F,Falsani ist Korrespondentin und Kolumnistin für Religion News Service und arbeitet als Autorin und Korrespondentin für Sojourners.,Falsani ist Korrespondent und Kolumnist für den Religion News Service sowie Autor und Korrespondent für Sojourners.,M,N,,,,,
Ocelina - An attractive anthropomorphic female ocelot. <sep> ,Ocelina works as Mezcal's assistant at the cantina.,F,Ocelina arbeitet als Mezcals Assistentin in der Cantina.,Ocelina arbeitet als Assistentin von Mezcal in der Cantina.,F,Y,,,,,
