CONTESTO,FRASE,REF,ORIGINALE,TRADUZIONE AUTOMATICA GT,REF2,ACCORDO,,DATASET ORIGINALI
"She is best known for her still lives and landscapes, painted alla prima (in one sitting), in an energized, loose, wet-into-wet style. <sep> ","As a plein aire landscape painter, Lafuente's primary areas of focus are cityscapes and seascapes.",F,Als Freilicht-Landschaftsmalerin liegt der Fokus bei Lafuente vor allem auf Stadt- und Meereslandschaften.,Als Pleinair-Landschaftsmaler liegt Lafuentes Hauptaugenmerk auf Stadt- und Meereslandschaften.,M,N,,
She also served on the Board for the Girls' Reform School for District of Columbia. <sep> ,"Stowell was engaged as writer and editor in scientific work, contributing over 100 scientific papers to leading magazines and periodicals.",F,Stowell war als Autorin und Herausgeberin wissenschaftlich tätig und schrieb über 100 wissenschaftliche Texte für namenhafte Zeitschriften und Magazine.,Stowell war als Autor und Redakteur in der wissenschaftlichen Arbeit tätig und hat über 100 wissenschaftliche Arbeiten für führende Zeitschriften und Zeitschriften verfasst.,M,N,,
"She completed the candidata magisterii degree in physical science and mathematics in two years, graduating in 1920. <sep> ","Steffensen, the professor of actuarial science.",F,"Steffensen, Professorin für Versicherungswissenschaften.","Steffensen, dem Professor für Versicherungsmathematik.",M,N,,
When the assistant lies down on the couch the form is quickly moved on top of her while the cloth cover is being deployed with a flourish. <sep> ,The form is then raised while the assistant escapes through a trap in the couch or the couch is removed offstage by stagehands.,F,"Die Form wird dann angehoben, während die Assistentin durch eine Luke in der Couch verschwindet oder die Couch von der Bühne von Bühnenmitarbeitern entfernt wird.","Die Form wird dann angehoben, während der Assistent durch eine Falle in der Couch entkommt oder die Couch von Bühnenarbeitern von der Bühne entfernt wird.",M,N,,
She identifies herself as a Hindu. <sep> ,Banerjee is a self-taught painter and a poet.,F,Banerjee ist autodidaktische Malerin und Dichterin.,Banerjee ist ein autodidaktischer Maler und Dichter.,M,N,,
She won the 2005 People Opposing Women Abuse Poetry Competition and has been awarded the 2006 Ernst van Heerden Creative Writing Award for her flash fiction. <sep> ,Jobson is the poetry editor at the online magazine Mad Hatters' Review.,F,Jobson ist Redakteurin für Lyrik bei dem Online-Magazin Mad Hatters' Review.,Jobson ist Redakteur für Lyrik beim Online-Magazin Mad Hatters' Review.,M,N,,
The assistant's head and hands are seen sticking out of one section and her feet out of the other. <sep> ,The box is then pushed together again and opened and the assistant emerges unharmed.,F,Die Kiste wird später wieder zusammengeschoben und geöffnet und die Assistentin bleibt unversehrt.,Anschließend wird die Box wieder zusammengeschoben und geöffnet und der Assistent kommt unversehrt heraus.,M,N,,
"After she won the award, her marriage ended in divorce. <sep> ",Since 2005 Nakazawa has been a professor of literature at Hosei University.,F,Nakazawa ist seit 2005 Professorin für Literatur an der Hosei-Universität.,Seit 2005 ist Nakazawa Literaturprofessor an der Hosei-Universität.,M,N,,
In 1978 she went to Prague for four weeks to work with the protistologist Jiří Popovský. <sep> ,Pfiester was an associate editor for the Journal of Phycology from 1980 to 1988.,F,Pfiester war von 1980 bis 1988 Mitherausgeberin des Journals of Phycology.,Pfiester war von 1980 bis 1988 Mitherausgeber des Journal of Phycology.,M,N,,
"She wrote, The era of the 'bedroom blogger' is long gone, replaced by corporate entities trying to outdo each other with clickbait headlines and subsisting on popup ads that get more bewildering every day. <sep> ",MacDonald also served as an editor and writer at Publishers Weekly.,F,MacDonald war außerdem Redakteurin und Autorin bei Publishers Weekly.,MacDonald war auch Redakteur und Autor bei Publishers Weekly.,M,N,,
"Finochio was born and raised in Long Island, New York, where she graduated from Lindenhurst Senior High School in 1989 before later graduating from Dowling College in 1994 with a Bachelor of Business Administration in accounting and a Bachelor of Arts in psychology. <sep> ",Finochio has over twenty years of experience as a dancer and is a certified aerobics instructor.,F,Finochio hat mehr als zwanzig Jahre Erfahrung als Tänzerin und ist zertifizierte Aerobic-Trainerin.,Finochio hat über zwanzig Jahre Erfahrung als Tänzer und ist zertifizierter Aerobic-Trainer.,M,N,,
"For her insightful social critique and powerful prose style, Cisneros has achieved recognition far beyond Chicano and Latino communities, to the extent that The House on Mango Street has been translated worldwide and is taught in U.S classrooms as a coming-of-age novel. <sep> ","Cisneros has held a variety of professional positions, working as a teacher, a counselor, a college recruiter, a poet-in-the-schools, and an arts administrator, and has maintained a strong commitment to community and literary causes.",F,"Cisneros hatte mehrere berufliche Positionen inne: Sie arbeitete als Lehrerin, Beraterin, Personalreferntin am College, Lyrikerin der Schule und Kunstbeauftragte, außerdem engagierte sie sich kontinuierlich bei gemeinschaftlichen und literarischen Belangen.","Cisneros hatte eine Vielzahl von beruflichen Positionen inne und arbeitete als Lehrer, Berater, Hochschulvermittler, Dichter in den Schulen und Kunstverwalter und engagierte sich weiterhin stark für gesellschaftliche und literarische Zwecke.",M,N,,
"In December 2010, she toured Swedish churches with her material from Rimfrostjul. <sep> ","Perrelli continued as a judge on Talang 2010 and Talang 2011.
",F,Perrelli war weiterhin Jurorin bei Talang 2010 und Talang 2011.,Perrelli war weiterhin Richter bei Talang 2010 und Talang 2011.,M,N,,
"As an intern in the mid-90s, she became Executive Assistant to then editor-in-chief, Danyel Smith. <sep> ","And later, editorial coordinator assisting the managing editor.",F,Und später Redaktionskoordinatiorin zur Unterstützung der Chefredakteurin.,Und später Redaktionskoordinatorin zur Unterstützung des Chefredakteurs.,F,Y,,
Pavey surpassed her 1997 performance by reaching the final. <sep> ,"Pavey was pushed by another athlete into lane three in the final straight and was passed by a number of athletes.
",F,Pavey wurde kurz vor der Ziellinie von einer anderen Athletin in die dritte Spur gedrängt und dann von einigen anderen überholt.,Pavey wurde auf der Zielgeraden von einem anderen Athleten auf Bahn drei geschoben und von mehreren Athleten überholt.,M,N,,
"The resultant work contained the seeds of all that would blossom in her later work: the innovative narrative style, the focus on feminine consciousness, sexuality and death. <sep> ","Professor DeSalvo worked for seven years on the project of reconstructing the text of the novel as it might have appeared in 1912, before Woolf had begun serious revisions.",F,"Professorin DeSalvo arbeitete sieben Jahre lang daran, den Text des Romans so zu rekonstruieren, wie er 1912 erschienen sein könnte, bevor Woolf mit der eigentlichen Korrektur begann.","Professor DeSalvo arbeitete sieben Jahre lang an dem Projekt, den Text des Romans so zu rekonstruieren, wie er 1912 erschienen sein könnte, bevor Woolf mit ernsthaften Überarbeitungen begonnen hatte.",M,N,,
"She is a member of the research program P1-0285, financed by the Slovenian Research Agency (ARRS) and led by Prof. Dragan Marušič, PhD. <sep> ","Kutnar has been a member of the editorial board of the journal Ars Mathematica Contemporanea since 2016, serving as editor-in-chief from 2018.",F,"Kutnar ist seit 2016 Mitglied beim Redaktionsausschuss des Journals ""Ars Mathematica Contemporanea"" und seit 2018 als Chefredakteurin tätig.","Kutnar ist seit 2016 Mitglied des Editorial Boards der Zeitschrift Ars Mathematica Contemporanea, ab 2018 als Chefredakteur.",M,N,,
"After that year, she reduced her participation to the Monaco phase only. <sep> ",Casiraghi is a published writer and magazine editor.,F,Casiraghi ist Schriftstellerin und Zeitschriftenredakteurin.,Casiraghi ist ein veröffentlichter Autor und Zeitschriftenredakteur.,M,N,,
Her winning the largest number of medals at the Turin Olympics caused IOC president Jacques Rogge to call her the woman of the games. <sep> ,"The following day, February 27, Klassen signed the most lucrative endorsement deal ever for a Canadian amateur athlete, with Manitoba Telecom Services (MTS), estimated at about $1 million.",F,"Am darauf folgenden Tag, dem 27. Februar, unterzeichnete Klassen bei Manitoba Telecom Services (MTS) den wohl lukrativsten Werbevertrag, den eine kanadische Amateursportlerin je erhalten hat, in Höhe von schätzungsweise einer Million.","Am folgenden Tag, dem 27. Februar, unterzeichnete Klassen mit Manitoba Telecom Services (MTS) den lukrativsten Werbevertrag aller Zeiten für einen kanadischen Amateursportler, der auf etwa 1 Million US-Dollar geschätzt wird.",M,N,,
Her doping offence was confirmed on 13 September. <sep> ,As a junior athlete Abitova finished eleventh in the 3000 metres at the 1999 World Youth Championships.,F,Abitova belegte als Nachwuchsathletin bei den Jugendweltmeisterschaften 1999 den elften Platz über 3000 Meter.,Als Nachwuchssportlerin belegte Abitova bei den Jugendweltmeisterschaften 1999 den elften Platz über 3000 Meter.,F,Y,,
"She recently spearheaded an exhibition with Justine Holzman, On the Pond, which uses photographs, text, maps, and digital art to make the case for catfish farming as important sustainable agriculture. <sep> ","As a professor, Lipschitz teaches both studio and seminar courses.",F,Lipschitz gibt als Professorin sowohl Atelier- als auch Seminarkurse.,Als Professor unterrichtet Lipschitz sowohl Studio- als auch Seminarkurse.,M,N,,
In 2016 she was awarded the Elizabeth Blackwell Medal by the American Medical Women's Association for her contribution to the field of women in medicine. <sep> ,Murthy is a qualified physician.,F,Murthy ist ausgebildete Ärztin.,Murthy ist ein qualifizierter Arzt.,M,N,,
"She was elected to the Académie Internationale du Vin in 1993 and, in 2002, she received the New York Institute of Technology’s Professional Excellence Award. <sep> ",Sutcliffe is an internationally recognised wine writer and renowned taster and writes regularly for many international publications.,F,"Sutcliffe ist eine international anerkannte Autorin, die über Weine schreibt und eine renommierte Sommelière, die regelmäßig für internationale Medien schreibt.",Sutcliffe ist ein international anerkannter Weinautor und renommierter Verkoster und schreibt regelmäßig für viele internationale Publikationen.,M,N,,
"The assistant (usually a woman) is placed in an upright cabinet, her face, hands, and left foot visible through openings in the front of the cabinet. <sep> ","Large metal blades are inserted horizontally in the cabinet's midsection, dividing it--and presumably the assistant inside--into thirds.",F,"Es werden große Metallklingen waagerecht in die Mitte des Schranks gesteckt, die ihn - und scheinbar auch die Assistentin im Inneren - in drei teilt.",Große Metalllamellen sind horizontal in den Mittelteil des Schranks eingesetzt und teilen ihn - und vermutlich den Assistenten darin - in Drittel.,M,N,,
